product_id,product_name,category,price
307,Eclipse Max 307,Laptops,1549.41
308,Solara X 308,Gaming Consoles,1788.5
309,Kronos Pro 309,Fitness Gear,616.71
310,Lumina X 310,Books,875.61
311,Kronos Pro 311,Fitness Gear,253.43
312,Eclipse Max 312,Gaming Consoles,50.37
313,Solara X 313,Headphones,274.19
314,Eclipse Pro 314,Kitchen Appliances,1338.93
315,Lumina X 315,Kitchen Appliances,468.83
316,Zenith Elite 316,Headphones,1689.17
317,Solara Plus 317,Gaming Consoles,1798.84
318,Lumina X 318,Laptops,612.97
319,Solara X 319,Headphones,271.87
320,Zenith Max 320,Laptops,551.48
321,Solara Plus 321,Kitchen Appliances,1138.04
322,Solara Max 322,Laptops,1316.55
323,Eclipse Pro 323,Fitness Gear,1630.88
324,Aurelia Max 324,Books,1153.06
325,Solara Max 325,Gaming Consoles,1812.93
326,Aurelia Plus 326,Laptops,1218.87
327,NovaTech Max 327,Books,1168.68
328,NovaTech X 328,Fitness Gear,1332.83
329,Zenith X 329,Smartphones,1359.64
330,Solara Pro 330,Fitness Gear,647.57
331,Eclipse Max 331,Books,637.62
332,Kronos Pro 332,Smartphones,268.69
333,Solara Pro 333,Books,171.0
334,Zenith X 334,Fitness Gear,1561.63
335,Kronos Pro 335,Fitness Gear,1975.53
336,Kronos Elite 336,Books,1691.59
337,Kronos X 337,Headphones,279.3
338,Kronos X 338,Laptops,726.45
339,Lumina Max 339,Smartphones,515.89
340,Vertex X 340,Smartphones,1447.21
341,Kronos Elite 341,Gaming Consoles,1553.29
342,Solara X 342,Fitness Gear,816.85
343,Aurelia Elite 343,Fitness Gear,362.3
344,Aurelia X 344,Kitchen Appliances,834.17
345,Solara Elite 345,Laptops,1514.89
346,NovaTech Plus 346,Gaming Consoles,645.8
347,Kronos Elite 347,Smartphones,171.29
348,Zenith Pro 348,Smartphones,1673.29
349,NovaTech X 349,Books,693.52
350,Kronos Pro 350,Smartphones,291.64
351,Zenith Elite 351,Home Decor,1231.01
352,Zenith Elite 352,Laptops,1822.74
353,Eclipse Elite 353,Kitchen Appliances,1860.86
354,Lumina Pro 354,Fitness Gear,920.15
355,Kronos Pro 355,Kitchen Appliances,101.78
356,Solara Elite 356,Fitness Gear,480.91
357,Solara Elite 357,Smartphones,1033.95
358,Kronos Plus 358,Home Decor,876.77
359,NovaTech X 359,Fitness Gear,173.63
360,Aurelia Max 360,Home Decor,1918.44
361,Eclipse X 361,Books,1015.42
362,Solara Pro 362,Gaming Consoles,1283.16
363,Lumina Elite 363,Home Decor,1766.18
364,Aurelia Max 364,Books,696.65
365,Zenith Plus 365,Books,1789.33
366,Zenith X 366,Kitchen Appliances,123.71
367,NovaTech Plus 367,Fitness Gear,449.18
368,Lumina Plus 368,Home Decor,1318.02
369,Vertex Plus 369,Headphones,1753.33
370,Aurelia X 370,Smartphones,471.75
371,Solara Plus 371,Home Decor,115.06
372,Zenith Pro 372,Smartphones,1786.84
373,Eclipse Elite 373,Gaming Consoles,916.37
374,Eclipse Pro 374,Headphones,1994.2
375,Kronos X 375,Home Decor,1605.2
376,Aurelia Max 376,Gaming Consoles,606.27
377,Solara Plus 377,Books,1849.62
378,Vertex Pro 378,Books,862.58
379,NovaTech Plus 379,Fitness Gear,944.28
380,NovaTech Elite 380,Laptops,1472.16
381,NovaTech Plus 381,Fitness Gear,1878.56
382,Kronos Pro 382,Kitchen Appliances,1326.72
383,Solara Max 383,Gaming Consoles,623.01
384,Lumina Max 384,Gaming Consoles,1148.68
385,Zenith Pro 385,Books,1045.57
386,Lumina Elite 386,Books,288.82
387,NovaTech Plus 387,Laptops,417.6
388,Zenith Max 388,Books,1893.01
389,Vertex Plus 389,Kitchen Appliances,1893.21
390,Eclipse Plus 390,Fitness Gear,1611.65
391,Kronos X 391,Home Decor,373.92
392,Eclipse Max 392,Fitness Gear,68.1
393,NovaTech Elite 393,Smartphones,151.86
394,Eclipse Plus 394,Gaming Consoles,894.2
395,Vertex Max 395,Laptops,1089.6
396,Kronos Elite 396,Smartphones,1164.68
397,Eclipse X 397,Fitness Gear,772.62
398,Aurelia Max 398,Smartphones,836.05
399,Zenith Max 399,Headphones,541.32
400,Solara Max 400,Headphones,784.22
401,Zenith X 401,Books,681.43
402,Eclipse Elite 402,Gaming Consoles,1655.15
403,NovaTech Plus 403,Fitness Gear,1418.08
404,Zenith Elite 404,Fitness Gear,1260.59
405,NovaTech Max 405,Laptops,1909.63
406,Vertex Pro 406,Fitness Gear,800.08
407,Eclipse Pro 407,Laptops,1806.41
408,Kronos Plus 408,Books,1786.67
409,Solara Max 409,Laptops,1358.0
410,Lumina Plus 410,Smartphones,208.53
411,Zenith Elite 411,Laptops,1856.79
412,Zenith Plus 412,Fitness Gear,1055.83
413,Aurelia Pro 413,Smartphones,1183.74
414,Vertex Pro 414,Fitness Gear,752.83
415,Lumina Plus 415,Books,521.11
416,Aurelia Elite 416,Smartphones,915.96
417,Vertex X 417,Books,1976.46
418,Vertex Elite 418,Kitchen Appliances,1043.59
419,Aurelia Max 419,Home Decor,1358.3
420,Eclipse Max 420,Smartphones,1332.27
421,Vertex Max 421,Kitchen Appliances,56.85
422,Vertex Elite 422,Laptops,1680.06
423,NovaTech X 423,Kitchen Appliances,1191.61
424,Solara Plus 424,Laptops,1424.44
425,Vertex Plus 425,Smartphones,1453.18
426,Lumina Pro 426,Books,1396.04
427,Lumina X 427,Fitness Gear,1203.5
428,Lumina X 428,Fitness Gear,1058.62
429,Eclipse X 429,Gaming Consoles,306.8
430,Aurelia Elite 430,Smartphones,1194.61
431,Eclipse Max 431,Books,238.36
432,Lumina Plus 432,Smartphones,331.83
433,Kronos Plus 433,Laptops,724.48
434,Lumina X 434,Laptops,999.78
435,Lumina Elite 435,Books,1166.9
436,Zenith X 436,Gaming Consoles,190.32
437,Vertex Plus 437,Gaming Consoles,1087.75
438,Solara Elite 438,Gaming Consoles,767.23
439,Aurelia X 439,Home Decor,1222.64
440,Zenith Elite 440,Home Decor,186.6
441,NovaTech Pro 441,Laptops,1088.3
442,Kronos Max 442,Fitness Gear,1046.56
443,Solara Plus 443,Kitchen Appliances,1608.22
444,Kronos Pro 444,Kitchen Appliances,1497.54
445,Eclipse Pro 445,Kitchen Appliances,657.83
446,Lumina Elite 446,Smartphones,1714.59
447,Eclipse Elite 447,Kitchen Appliances,1401.18
448,NovaTech Pro 448,Home Decor,1716.79
449,Zenith Plus 449,Gaming Consoles,1134.7
450,Kronos Elite 450,Fitness Gear,1192.77
451,Vertex Max 451,Fitness Gear,910.76
452,Aurelia X 452,Fitness Gear,502.43
453,Vertex Max 453,Books,1497.36
454,Solara Max 454,Gaming Consoles,273.91
455,Kronos Max 455,Home Decor,1946.24
456,Aurelia Pro 456,Smartphones,1172.53
457,NovaTech Elite 457,Laptops,523.94
458,Solara Elite 458,Fitness Gear,640.85
459,Lumina Pro 459,Laptops,1166.01
460,Aurelia Plus 460,Headphones,1439.29
461,Zenith X 461,Kitchen Appliances,78.92
462,Solara X 462,Kitchen Appliances,409.31
463,Solara X 463,Smartphones,1274.06
464,Kronos X 464,Headphones,890.87
465,Aurelia Plus 465,Fitness Gear,184.77
466,Eclipse Max 466,Home Decor,723.53
467,NovaTech Pro 467,Fitness Gear,1248.71
468,Lumina Max 468,Books,678.89
469,Vertex Plus 469,Laptops,468.78
470,Solara Elite 470,Kitchen Appliances,1853.39
471,Aurelia Pro 471,Smartphones,1255.05
472,Lumina X 472,Smartphones,1389.7
473,Solara Plus 473,Home Decor,315.31
474,Kronos X 474,Smartphones,257.83
475,NovaTech Elite 475,Laptops,485.21
476,Vertex Elite 476,Kitchen Appliances,1639.96
477,Vertex Pro 477,Smartphones,647.29
478,Lumina Plus 478,Headphones,1780.59
479,Lumina Pro 479,Laptops,474.42
480,Vertex X 480,Laptops,1529.16
481,NovaTech Plus 481,Gaming Consoles,647.87
482,Kronos X 482,Headphones,1713.7
483,Lumina X 483,Kitchen Appliances,1820.99
484,Lumina Plus 484,Home Decor,1898.01
485,Solara X 485,Home Decor,1013.09
486,Eclipse Elite 486,Smartphones,250.94
487,Kronos Elite 487,Books,1809.52
488,Vertex Elite 488,Fitness Gear,1987.64
489,NovaTech Pro 489,Headphones,615.64
490,NovaTech Elite 490,Smartphones,1544.13
491,Eclipse X 491,Home Decor,945.56
492,Aurelia Elite 492,Kitchen Appliances,289.03
493,Eclipse Max 493,Kitchen Appliances,1402.71
494,Zenith Max 494,Headphones,662.45
495,Solara Max 495,Headphones,266.29
496,Aurelia X 496,Headphones,516.74
497,Lumina Max 497,Smartphones,1820.15
498,Vertex X 498,Home Decor,413.93
499,Lumina X 499,Gaming Consoles,1546.89
500,Kronos Elite 500,Smartphones,1415.46
501,Solara Plus 501,Headphones,1019.72
502,Kronos Max 502,Laptops,1353.54
503,Eclipse Max 503,Headphones,526.22
504,Lumina Plus 504,Books,754.54
505,Eclipse Plus 505,Laptops,1014.22
506,NovaTech X 506,Home Decor,555.61
507,Eclipse Max 507,Fitness Gear,836.83
508,Lumina Max 508,Fitness Gear,1452.95
509,Eclipse Elite 509,Laptops,1291.26
510,Eclipse Pro 510,Kitchen Appliances,1346.84
511,NovaTech Elite 511,Fitness Gear,56.11
512,Zenith X 512,Kitchen Appliances,1482.49
513,Vertex Max 513,Books,761.19
514,Aurelia Plus 514,Books,1525.94
515,Lumina Pro 515,Headphones,335.91
516,Solara Max 516,Laptops,122.22
517,Kronos Plus 517,Books,1093.44
518,NovaTech Max 518,Gaming Consoles,926.96
519,Eclipse Max 519,Laptops,1603.42
520,Lumina Pro 520,Books,405.5
521,Zenith Elite 521,Kitchen Appliances,1960.38
522,NovaTech Max 522,Kitchen Appliances,1960.02
523,Solara Pro 523,Home Decor,1808.08
524,Vertex Pro 524,Fitness Gear,808.92
525,Vertex Elite 525,Laptops,338.96
526,Zenith Pro 526,Smartphones,1219.7
527,NovaTech X 527,Laptops,1044.0
528,Eclipse Max 528,Kitchen Appliances,263.59
529,Eclipse X 529,Smartphones,438.41
530,Eclipse Plus 530,Gaming Consoles,1585.56
531,Aurelia Max 531,Home Decor,1623.88
532,Solara Max 532,Kitchen Appliances,257.82
533,Lumina Pro 533,Headphones,1347.16
534,Kronos Max 534,Gaming Consoles,1886.88
535,Kronos Elite 535,Books,1651.52
536,Lumina Plus 536,Home Decor,963.28
537,Eclipse Elite 537,Headphones,779.16
538,Kronos Elite 538,Headphones,1118.63
539,Kronos Pro 539,Headphones,132.94
540,Lumina Elite 540,Books,1488.62
541,Solara Elite 541,Smartphones,174.45
542,Solara Plus 542,Kitchen Appliances,523.72
543,Lumina Max 543,Headphones,751.34
544,Eclipse Plus 544,Kitchen Appliances,564.44
545,Solara Plus 545,Smartphones,730.73
546,Lumina X 546,Laptops,915.82
547,Solara X 547,Gaming Consoles,678.42
548,Kronos Elite 548,Kitchen Appliances,1430.62
549,Aurelia Plus 549,Books,1535.33
550,Lumina Pro 550,Kitchen Appliances,1330.29
551,Solara Pro 551,Smartphones,249.62
552,Kronos Elite 552,Smartphones,1218.76
553,Eclipse Max 553,Headphones,1876.91
554,Zenith Pro 554,Fitness Gear,1617.13
555,Kronos Max 555,Gaming Consoles,546.13
556,Zenith Elite 556,Home Decor,1705.2
557,Solara Max 557,Headphones,367.47
558,Eclipse Max 558,Laptops,436.48
559,Vertex Elite 559,Home Decor,1077.1
560,Vertex Pro 560,Books,92.24
561,Eclipse X 561,Headphones,1300.89
562,Kronos X 562,Headphones,81.69
563,Vertex X 563,Home Decor,933.22
564,Eclipse Elite 564,Fitness Gear,584.43
565,Zenith X 565,Fitness Gear,518.54
566,Aurelia Pro 566,Books,1503.44
567,Solara Plus 567,Gaming Consoles,1977.39
568,Eclipse Plus 568,Gaming Consoles,171.4
569,Solara Pro 569,Laptops,550.94
570,Zenith Plus 570,Books,517.58
571,Vertex Max 571,Gaming Consoles,459.97
572,Solara X 572,Home Decor,751.48
573,Vertex Elite 573,Laptops,1866.43
574,Zenith Elite 574,Gaming Consoles,642.98
575,Kronos Max 575,Headphones,1452.93
576,Vertex X 576,Headphones,1534.4
577,Solara X 577,Home Decor,486.81
578,Zenith Plus 578,Books,1609.32
579,Kronos Max 579,Gaming Consoles,971.16
580,Eclipse X 580,Headphones,967.66
581,Kronos Elite 581,Books,1341.65
582,Aurelia Elite 582,Gaming Consoles,293.06
583,Eclipse Max 583,Fitness Gear,1141.58
584,Vertex Plus 584,Headphones,1943.99
585,NovaTech X 585,Books,1704.94
586,Lumina X 586,Laptops,1181.76
587,Eclipse Max 587,Laptops,1662.19
588,Aurelia Elite 588,Laptops,1029.53
589,NovaTech Elite 589,Books,1050.83
590,Solara Max 590,Home Decor,1021.08
591,Vertex Pro 591,Smartphones,280.87
592,Aurelia Plus 592,Smartphones,1215.11
593,Aurelia X 593,Books,1255.31
594,Zenith Max 594,Kitchen Appliances,1234.66
595,Eclipse Elite 595,Smartphones,948.31
596,Kronos Elite 596,Headphones,796.23
597,Kronos Max 597,Books,374.64
598,Kronos Plus 598,Books,1702.6
599,Lumina Pro 599,Smartphones,1456.57
600,Eclipse Pro 600,Smartphones,160.26
601,NovaTech X 601,Home Decor,1433.09
602,Lumina X 602,Headphones,1681.52
603,Zenith Plus 603,Home Decor,1440.26
604,Zenith X 604,Books,1496.41
605,Eclipse Elite 605,Gaming Consoles,994.2
606,Vertex X 606,Kitchen Appliances,1043.63
607,Aurelia X 607,Laptops,50.46
608,Aurelia Plus 608,Fitness Gear,1904.0
609,Zenith X 609,Kitchen Appliances,898.3
610,NovaTech Plus 610,Headphones,1750.77
611,NovaTech Plus 611,Headphones,1298.71
612,Zenith X 612,Headphones,657.45
613,Zenith X 613,Laptops,1668.51
614,Kronos Pro 614,Books,278.56
615,NovaTech Pro 615,Laptops,1223.51
616,Vertex X 616,Home Decor,407.31
617,Lumina Pro 617,Kitchen Appliances,960.43
618,Solara Plus 618,Kitchen Appliances,1514.08
619,Solara X 619,Fitness Gear,398.07
620,Eclipse Pro 620,Headphones,1881.19
