customer_id,name,region
115,Customer_115,North
116,Customer_116,South
117,Customer_117,North
118,Customer_118,East
119,Customer_119,South
120,Customer_120,East
121,Customer_121,South
122,Customer_122,East
123,Customer_123,East
124,Customer_124,North
125,Customer_125,North
126,Customer_126,West
127,Customer_127,East
128,Customer_128,West
129,Customer_129,North
130,Customer_130,West
131,Customer_131,East
132,Customer_132,South
133,Customer_133,West
134,Customer_134,East
135,Customer_135,South
136,Customer_136,West
137,Customer_137,East
138,Customer_138,West
139,Customer_139,North
140,Customer_140,West
141,Customer_141,East
142,Customer_142,South
143,Customer_143,East
144,Customer_144,North
145,Customer_145,West
146,Customer_146,East
147,Customer_147,West
148,Customer_148,South
149,Customer_149,East
150,Customer_150,North
151,Customer_151,North
152,Customer_152,East
153,Customer_153,North
154,Customer_154,West
155,Customer_155,North
156,Customer_156,East
157,Customer_157,South
158,Customer_158,East
159,Customer_159,North
160,Customer_160,West
161,Customer_161,West
162,Customer_162,South
163,Customer_163,South
164,Customer_164,East
165,Customer_165,West
166,Customer_166,South
167,Customer_167,South
168,Customer_168,North
169,Customer_169,South
170,Customer_170,South
171,Customer_171,West
172,Customer_172,East
173,Customer_173,East
174,Customer_174,North
175,Customer_175,South
176,Customer_176,North
177,Customer_177,South
178,Customer_178,West
179,Customer_179,North
180,Customer_180,West
181,Customer_181,East
182,Customer_182,North
183,Customer_183,South
184,Customer_184,South
185,Customer_185,North
186,Customer_186,South
187,Customer_187,West
188,Customer_188,South
189,Customer_189,West
190,Customer_190,East
191,Customer_191,East
192,Customer_192,West
193,Customer_193,North
194,Customer_194,South
195,Customer_195,South
196,Customer_196,East
197,Customer_197,East
198,Customer_198,East
199,Customer_199,South
200,Customer_200,West
201,Customer_201,East
202,Customer_202,West
203,Customer_203,North
204,Customer_204,East
205,Customer_205,South
206,Customer_206,West
207,Customer_207,West
208,Customer_208,East
209,Customer_209,South
210,Customer_210,South
211,Customer_211,West
212,Customer_212,West
213,Customer_213,West
214,Customer_214,West
215,Customer_215,East
216,Customer_216,West
217,Customer_217,East
218,Customer_218,North
219,Customer_219,South
220,Customer_220,East
221,Customer_221,West
222,Customer_222,North
223,Customer_223,North
224,Customer_224,West
225,Customer_225,North
226,Customer_226,East
227,Customer_227,West
228,Customer_228,North
229,Customer_229,South
230,Customer_230,East
231,Customer_231,West
232,Customer_232,East
233,Customer_233,East
234,Customer_234,East
235,Customer_235,West
236,Customer_236,West
237,Customer_237,North
238,Customer_238,North
239,Customer_239,North
240,Customer_240,West
241,Customer_241,South
242,Customer_242,East
243,Customer_243,East
244,Customer_244,North
245,Customer_245,East
246,Customer_246,East
247,Customer_247,North
248,Customer_248,North
249,Customer_249,South
250,Customer_250,West
251,Customer_251,East
252,Customer_252,South
253,Customer_253,South
254,Customer_254,West
255,Customer_255,South
256,Customer_256,North
257,Customer_257,South
258,Customer_258,South
259,Customer_259,South
260,Customer_260,East
261,Customer_261,West
262,Customer_262,West
263,Customer_263,West
264,Customer_264,North
265,Customer_265,North
266,Customer_266,South
267,Customer_267,East
268,Customer_268,South
269,Customer_269,South
270,Customer_270,West
271,Customer_271,South
272,Customer_272,South
273,Customer_273,North
274,Customer_274,West
275,Customer_275,South
276,Customer_276,North
277,Customer_277,West
278,Customer_278,West
279,Customer_279,North
280,Customer_280,North
281,Customer_281,North
282,Customer_282,East
283,Customer_283,East
284,Customer_284,North
285,Customer_285,East
286,Customer_286,North
287,Customer_287,West
288,Customer_288,South
289,Customer_289,West
290,Customer_290,West
291,Customer_291,South
292,Customer_292,West
293,Customer_293,West
294,Customer_294,North
295,Customer_295,West
296,Customer_296,South
297,Customer_297,East
298,Customer_298,East
299,Customer_299,East
300,Customer_300,North
301,Customer_301,North
302,Customer_302,North
303,Customer_303,South
304,Customer_304,West
305,Customer_305,East
306,Customer_306,North
307,Customer_307,West
308,Customer_308,East
309,Customer_309,North
310,Customer_310,North
311,Customer_311,North
312,Customer_312,North
313,Customer_313,South
314,Customer_314,East
315,Customer_315,North
316,Customer_316,North
317,Customer_317,North
318,Customer_318,East
319,Customer_319,South
320,Customer_320,East
321,Customer_321,South
322,Customer_322,North
323,Customer_323,East
324,Customer_324,North
325,Customer_325,North
326,Customer_326,East
327,Customer_327,West
328,Customer_328,South
329,Customer_329,West
330,Customer_330,East
331,Customer_331,South
332,Customer_332,East
333,Customer_333,West
334,Customer_334,East
335,Customer_335,North
336,Customer_336,North
337,Customer_337,South
338,Customer_338,East
339,Customer_339,East
340,Customer_340,South
341,Customer_341,South
342,Customer_342,South
343,Customer_343,East
344,Customer_344,South
345,Customer_345,East
346,Customer_346,West
347,Customer_347,West
348,Customer_348,North
349,Customer_349,North
350,Customer_350,West
351,Customer_351,East
352,Customer_352,North
353,Customer_353,East
354,Customer_354,West
355,Customer_355,North
356,Customer_356,West
357,Customer_357,East
358,Customer_358,South
359,Customer_359,West
360,Customer_360,North
361,Customer_361,South
362,Customer_362,North
363,Customer_363,South
364,Customer_364,East
365,Customer_365,West
366,Customer_366,North
367,Customer_367,North
368,Customer_368,West
369,Customer_369,North
370,Customer_370,West
371,Customer_371,East
372,Customer_372,West
373,Customer_373,East
374,Customer_374,South
375,Customer_375,South
376,Customer_376,North
377,Customer_377,North
378,Customer_378,West
379,Customer_379,East
380,Customer_380,East
381,Customer_381,South
382,Customer_382,East
383,Customer_383,North
384,Customer_384,South
385,Customer_385,West
386,Customer_386,North
387,Customer_387,East
388,Customer_388,East
389,Customer_389,East
390,Customer_390,West
391,Customer_391,West
392,Customer_392,East
393,Customer_393,South
394,Customer_394,West
395,Customer_395,West
396,Customer_396,South
397,Customer_397,South
398,Customer_398,East
399,Customer_399,East
400,Customer_400,South
401,Customer_401,West
402,Customer_402,South
403,Customer_403,North
404,Customer_404,West
405,Customer_405,North
406,Customer_406,North
407,Customer_407,East
408,Customer_408,West
409,Customer_409,West
410,Customer_410,South
411,Customer_411,North
412,Customer_412,West
413,Customer_413,East
414,Customer_414,East
415,Customer_415,West
416,Customer_416,North
417,Customer_417,East
418,Customer_418,South
419,Customer_419,West
420,Customer_420,West
421,Customer_421,East
422,Customer_422,West
423,Customer_423,East
424,Customer_424,North
425,Customer_425,North
426,Customer_426,North
427,Customer_427,North
428,Customer_428,West
429,Customer_429,South
430,Customer_430,West
431,Customer_431,West
432,Customer_432,West
433,Customer_433,North
434,Customer_434,South
435,Customer_435,West
436,Customer_436,East
437,Customer_437,East
438,Customer_438,West
439,Customer_439,West
440,Customer_440,West
441,Customer_441,East
442,Customer_442,South
443,Customer_443,South
444,Customer_444,West
445,Customer_445,West
446,Customer_446,South
447,Customer_447,West
448,Customer_448,South
449,Customer_449,East
450,Customer_450,South
451,Customer_451,North
452,Customer_452,West
453,Customer_453,North
454,Customer_454,South
455,Customer_455,West
456,Customer_456,West
457,Customer_457,East
458,Customer_458,West
459,Customer_459,South
460,Customer_460,West
461,Customer_461,South
462,Customer_462,North
463,Customer_463,East
464,Customer_464,West
465,Customer_465,East
466,Customer_466,North
467,Customer_467,North
468,Customer_468,South
469,Customer_469,North
470,Customer_470,East
471,Customer_471,West
472,Customer_472,North
473,Customer_473,South
474,Customer_474,East
475,Customer_475,East
476,Customer_476,East
477,Customer_477,North
478,Customer_478,South
479,Customer_479,East
480,Customer_480,South
481,Customer_481,East
482,Customer_482,North
483,Customer_483,West
484,Customer_484,East
485,Customer_485,East
486,Customer_486,East
487,Customer_487,East
488,Customer_488,South
489,Customer_489,East
490,Customer_490,South
491,Customer_491,East
492,Customer_492,West
493,Customer_493,South
494,Customer_494,South
495,Customer_495,East
496,Customer_496,East
497,Customer_497,South
498,Customer_498,East
499,Customer_499,West
500,Customer_500,South
501,Customer_501,South
502,Customer_502,East
503,Customer_503,North
504,Customer_504,South
505,Customer_505,East
506,Customer_506,South
507,Customer_507,East
508,Customer_508,West
509,Customer_509,West
510,Customer_510,West
511,Customer_511,South
512,Customer_512,South
513,Customer_513,East
514,Customer_514,East
515,Customer_515,West
516,Customer_516,North
517,Customer_517,North
518,Customer_518,North
519,Customer_519,South
520,Customer_520,South
521,Customer_521,South
522,Customer_522,East
523,Customer_523,East
524,Customer_524,North
525,Customer_525,West
526,Customer_526,East
527,Customer_527,South
528,Customer_528,North
529,Customer_529,South
530,Customer_530,North
531,Customer_531,South
532,Customer_532,North
533,Customer_533,West
534,Customer_534,South
535,Customer_535,South
536,Customer_536,East
537,Customer_537,North
538,Customer_538,East
539,Customer_539,East
540,Customer_540,South
541,Customer_541,West
542,Customer_542,South
543,Customer_543,East
544,Customer_544,East
545,Customer_545,South
546,Customer_546,North
547,Customer_547,East
548,Customer_548,South
549,Customer_549,East
550,Customer_550,South
551,Customer_551,North
552,Customer_552,South
553,Customer_553,East
554,Customer_554,North
555,Customer_555,East
556,Customer_556,East
557,Customer_557,West
558,Customer_558,West
559,Customer_559,East
560,Customer_560,West
561,Customer_561,South
562,Customer_562,West
563,Customer_563,South
564,Customer_564,North
565,Customer_565,West
566,Customer_566,North
567,Customer_567,South
568,Customer_568,South
569,Customer_569,South
570,Customer_570,North
571,Customer_571,North
572,Customer_572,East
573,Customer_573,West
574,Customer_574,South
575,Customer_575,West
576,Customer_576,East
577,Customer_577,East
578,Customer_578,North
579,Customer_579,West
580,Customer_580,West
581,Customer_581,West
582,Customer_582,East
583,Customer_583,South
584,Customer_584,East
585,Customer_585,East
586,Customer_586,West
587,Customer_587,South
588,Customer_588,West
589,Customer_589,North
590,Customer_590,West
591,Customer_591,East
592,Customer_592,South
593,Customer_593,North
594,Customer_594,East
595,Customer_595,East
596,Customer_596,West
597,Customer_597,East
598,Customer_598,East
599,Customer_599,East
600,Customer_600,North
601,Customer_601,North
602,Customer_602,South
603,Customer_603,East
604,Customer_604,North
605,Customer_605,West
606,Customer_606,West
607,Customer_607,East
608,Customer_608,North
609,Customer_609,West
610,Customer_610,West
611,Customer_611,West
612,Customer_612,East
613,Customer_613,East
614,Customer_614,West
615,Customer_615,West
616,Customer_616,East
617,Customer_617,South
618,Customer_618,South
619,Customer_619,North
620,Customer_620,North
621,Customer_621,West
622,Customer_622,West
623,Customer_623,South
624,Customer_624,South
625,Customer_625,South
626,Customer_626,South
627,Customer_627,North
628,Customer_628,North
629,Customer_629,North
630,Customer_630,North
631,Customer_631,North
632,Customer_632,North
633,Customer_633,South
634,Customer_634,East
635,Customer_635,West
636,Customer_636,West
637,Customer_637,South
638,Customer_638,North
639,Customer_639,South
640,Customer_640,West
641,Customer_641,West
642,Customer_642,West
643,Customer_643,West
644,Customer_644,East
645,Customer_645,West
646,Customer_646,West
647,Customer_647,South
648,Customer_648,North
649,Customer_649,South
650,Customer_650,East
651,Customer_651,North
652,Customer_652,East
653,Customer_653,East
654,Customer_654,South
655,Customer_655,North
656,Customer_656,West
657,Customer_657,South
658,Customer_658,North
659,Customer_659,South
660,Customer_660,South
661,Customer_661,North
662,Customer_662,South
663,Customer_663,North
664,Customer_664,North
665,Customer_665,South
666,Customer_666,West
667,Customer_667,East
668,Customer_668,East
669,Customer_669,North
670,Customer_670,North
671,Customer_671,East
672,Customer_672,West
673,Customer_673,West
674,Customer_674,South
675,Customer_675,North
676,Customer_676,South
677,Customer_677,West
678,Customer_678,South
679,Customer_679,South
680,Customer_680,West
681,Customer_681,East
682,Customer_682,North
683,Customer_683,West
684,Customer_684,East
685,Customer_685,North
686,Customer_686,North
687,Customer_687,South
688,Customer_688,South
689,Customer_689,East
690,Customer_690,East
691,Customer_691,North
692,Customer_692,South
693,Customer_693,East
694,Customer_694,East
695,Customer_695,West
696,Customer_696,West
697,Customer_697,South
698,Customer_698,North
699,Customer_699,South
700,Customer_700,South
701,Customer_701,North
702,Customer_702,South
703,Customer_703,East
704,Customer_704,North
705,Customer_705,North
706,Customer_706,East
707,Customer_707,North
708,Customer_708,South
709,Customer_709,North
710,Customer_710,North
711,Customer_711,South
712,Customer_712,South
713,Customer_713,South
714,Customer_714,East
715,Customer_715,West
716,Customer_716,North
717,Customer_717,North
718,Customer_718,West
719,Customer_719,North
720,Customer_720,South
721,Customer_721,East
722,Customer_722,East
723,Customer_723,West
724,Customer_724,East
725,Customer_725,South
726,Customer_726,North
727,Customer_727,West
728,Customer_728,West
729,Customer_729,South
730,Customer_730,South
731,Customer_731,South
732,Customer_732,South
733,Customer_733,North
734,Customer_734,North
735,Customer_735,East
736,Customer_736,East
737,Customer_737,East
738,Customer_738,West
739,Customer_739,West
740,Customer_740,North
741,Customer_741,West
742,Customer_742,South
743,Customer_743,East
744,Customer_744,East
745,Customer_745,West
746,Customer_746,East
747,Customer_747,West
748,Customer_748,West
749,Customer_749,South
750,Customer_750,North
751,Customer_751,North
752,Customer_752,East
753,Customer_753,North
754,Customer_754,West
755,Customer_755,East
756,Customer_756,North
757,Customer_757,East
758,Customer_758,West
759,Customer_759,East
760,Customer_760,South
761,Customer_761,North
762,Customer_762,South
763,Customer_763,West
764,Customer_764,West
765,Customer_765,East
766,Customer_766,West
767,Customer_767,North
768,Customer_768,North
769,Customer_769,East
770,Customer_770,East
771,Customer_771,West
772,Customer_772,West
773,Customer_773,North
774,Customer_774,East
775,Customer_775,West
776,Customer_776,East
777,Customer_777,South
778,Customer_778,South
779,Customer_779,East
780,Customer_780,West
781,Customer_781,West
782,Customer_782,West
783,Customer_783,East
784,Customer_784,East
785,Customer_785,West
786,Customer_786,West
787,Customer_787,West
788,Customer_788,East
789,Customer_789,East
790,Customer_790,East
791,Customer_791,East
792,Customer_792,North
793,Customer_793,West
794,Customer_794,East
795,Customer_795,North
796,Customer_796,East
797,Customer_797,East
798,Customer_798,East
799,Customer_799,South
800,Customer_800,West
801,Customer_801,East
802,Customer_802,South
803,Customer_803,East
804,Customer_804,East
805,Customer_805,North
806,Customer_806,South
807,Customer_807,South
808,Customer_808,South
809,Customer_809,North
810,Customer_810,South
811,Customer_811,North
812,Customer_812,North
813,Customer_813,East
814,Customer_814,West
815,Customer_815,South
816,Customer_816,East
817,Customer_817,South
818,Customer_818,East
819,Customer_819,North
820,Customer_820,East
821,Customer_821,North
822,Customer_822,South
823,Customer_823,East
824,Customer_824,South
825,Customer_825,North
826,Customer_826,North
827,Customer_827,West
828,Customer_828,North
829,Customer_829,East
830,Customer_830,North
831,Customer_831,East
832,Customer_832,West
833,Customer_833,North
834,Customer_834,West
835,Customer_835,North
836,Customer_836,North
837,Customer_837,West
838,Customer_838,East
839,Customer_839,East
840,Customer_840,North
841,Customer_841,West
842,Customer_842,South
843,Customer_843,South
844,Customer_844,South
845,Customer_845,West
846,Customer_846,East
847,Customer_847,East
848,Customer_848,West
849,Customer_849,West
850,Customer_850,North
851,Customer_851,West
852,Customer_852,South
853,Customer_853,North
854,Customer_854,East
855,Customer_855,West
856,Customer_856,East
857,Customer_857,East
858,Customer_858,East
859,Customer_859,West
860,Customer_860,West
861,Customer_861,East
862,Customer_862,East
863,Customer_863,East
864,Customer_864,South
865,Customer_865,South
866,Customer_866,West
867,Customer_867,East
868,Customer_868,North
869,Customer_869,South
870,Customer_870,East
871,Customer_871,West
872,Customer_872,West
873,Customer_873,West
874,Customer_874,North
875,Customer_875,East
876,Customer_876,West
877,Customer_877,East
878,Customer_878,East
879,Customer_879,West
880,Customer_880,West
881,Customer_881,North
882,Customer_882,South
883,Customer_883,West
884,Customer_884,South
885,Customer_885,South
886,Customer_886,North
887,Customer_887,East
888,Customer_888,East
889,Customer_889,East
890,Customer_890,West
891,Customer_891,East
892,Customer_892,West
893,Customer_893,West
894,Customer_894,North
895,Customer_895,South
896,Customer_896,West
897,Customer_897,North
898,Customer_898,North
899,Customer_899,West
900,Customer_900,South
901,Customer_901,North
902,Customer_902,East
903,Customer_903,North
904,Customer_904,West
905,Customer_905,North
906,Customer_906,West
907,Customer_907,North
908,Customer_908,East
909,Customer_909,East
910,Customer_910,West
911,Customer_911,North
912,Customer_912,South
913,Customer_913,West
914,Customer_914,East
915,Customer_915,North
916,Customer_916,South
917,Customer_917,North
918,Customer_918,North
919,Customer_919,South
920,Customer_920,East
921,Customer_921,South
922,Customer_922,South
923,Customer_923,North
924,Customer_924,East
925,Customer_925,South
926,Customer_926,South
927,Customer_927,East
928,Customer_928,East
929,Customer_929,North
930,Customer_930,East
931,Customer_931,North
932,Customer_932,North
933,Customer_933,East
934,Customer_934,West
935,Customer_935,East
936,Customer_936,North
937,Customer_937,North
938,Customer_938,West
939,Customer_939,West
940,Customer_940,East
941,Customer_941,North
942,Customer_942,South
943,Customer_943,South
944,Customer_944,North
945,Customer_945,West
946,Customer_946,North
947,Customer_947,South
948,Customer_948,West
949,Customer_949,North
950,Customer_950,East
951,Customer_951,South
952,Customer_952,North
953,Customer_953,East
954,Customer_954,West
955,Customer_955,West
956,Customer_956,North
957,Customer_957,East
958,Customer_958,West
959,Customer_959,East
960,Customer_960,East
961,Customer_961,West
962,Customer_962,East
963,Customer_963,North
964,Customer_964,West
965,Customer_965,West
966,Customer_966,East
967,Customer_967,East
968,Customer_968,East
969,Customer_969,North
970,Customer_970,East
971,Customer_971,West
972,Customer_972,North
973,Customer_973,West
974,Customer_974,South
975,Customer_975,South
976,Customer_976,South
977,Customer_977,West
978,Customer_978,North
979,Customer_979,South
980,Customer_980,West
981,Customer_981,East
982,Customer_982,South
983,Customer_983,West
984,Customer_984,North
985,Customer_985,West
986,Customer_986,West
987,Customer_987,West
988,Customer_988,South
989,Customer_989,West
990,Customer_990,North
991,Customer_991,East
992,Customer_992,North
993,Customer_993,East
994,Customer_994,North
995,Customer_995,West
996,Customer_996,West
997,Customer_997,South
998,Customer_998,West
999,Customer_999,West
1000,Customer_1000,South
1001,Customer_1001,South
1002,Customer_1002,South
1003,Customer_1003,West
1004,Customer_1004,South
1005,Customer_1005,East
1006,Customer_1006,North
1007,Customer_1007,East
1008,Customer_1008,North
1009,Customer_1009,East
1010,Customer_1010,South
1011,Customer_1011,West
1012,Customer_1012,East
1013,Customer_1013,West
1014,Customer_1014,North
1015,Customer_1015,South
1016,Customer_1016,West
1017,Customer_1017,West
1018,Customer_1018,West
1019,Customer_1019,West
1020,Customer_1020,South
1021,Customer_1021,West
1022,Customer_1022,East
1023,Customer_1023,North
1024,Customer_1024,South
1025,Customer_1025,South
1026,Customer_1026,East
1027,Customer_1027,East
1028,Customer_1028,East
1029,Customer_1029,West
1030,Customer_1030,West
1031,Customer_1031,South
1032,Customer_1032,West
1033,Customer_1033,North
1034,Customer_1034,North
1035,Customer_1035,East
1036,Customer_1036,South
1037,Customer_1037,North
1038,Customer_1038,West
1039,Customer_1039,West
1040,Customer_1040,West
1041,Customer_1041,East
1042,Customer_1042,South
1043,Customer_1043,East
1044,Customer_1044,North
1045,Customer_1045,South
1046,Customer_1046,North
1047,Customer_1047,East
1048,Customer_1048,North
1049,Customer_1049,West
1050,Customer_1050,South
1051,Customer_1051,East
1052,Customer_1052,East
1053,Customer_1053,West
1054,Customer_1054,West
1055,Customer_1055,North
1056,Customer_1056,South
1057,Customer_1057,West
1058,Customer_1058,South
1059,Customer_1059,South
1060,Customer_1060,East
1061,Customer_1061,East
1062,Customer_1062,West
1063,Customer_1063,South
1064,Customer_1064,South
1065,Customer_1065,West
1066,Customer_1066,West
1067,Customer_1067,North
1068,Customer_1068,South
1069,Customer_1069,West
1070,Customer_1070,West
1071,Customer_1071,East
1072,Customer_1072,South
1073,Customer_1073,North
1074,Customer_1074,West
1075,Customer_1075,North
1076,Customer_1076,South
1077,Customer_1077,East
1078,Customer_1078,East
1079,Customer_1079,South
1080,Customer_1080,North
1081,Customer_1081,South
1082,Customer_1082,East
1083,Customer_1083,South
1084,Customer_1084,West
1085,Customer_1085,West
1086,Customer_1086,North
1087,Customer_1087,South
1088,Customer_1088,South
1089,Customer_1089,South
1090,Customer_1090,East
1091,Customer_1091,South
1092,Customer_1092,North
1093,Customer_1093,West
1094,Customer_1094,East
1095,Customer_1095,West
1096,Customer_1096,North
1097,Customer_1097,North
1098,Customer_1098,South
1099,Customer_1099,West
1100,Customer_1100,West
1101,Customer_1101,East
1102,Customer_1102,East
1103,Customer_1103,East
1104,Customer_1104,West
1105,Customer_1105,North
1106,Customer_1106,South
1107,Customer_1107,South
1108,Customer_1108,East
1109,Customer_1109,East
1110,Customer_1110,North
1111,Customer_1111,South
1112,Customer_1112,South
1113,Customer_1113,West
1114,Customer_1114,East
1115,Customer_1115,South
1116,Customer_1116,South
1117,Customer_1117,West
1118,Customer_1118,North
1119,Customer_1119,West
1120,Customer_1120,West
1121,Customer_1121,North
1122,Customer_1122,North
1123,Customer_1123,East
1124,Customer_1124,East
1125,Customer_1125,East
1126,Customer_1126,East
1127,Customer_1127,North
1128,Customer_1128,South
1129,Customer_1129,West
1130,Customer_1130,North
1131,Customer_1131,South
1132,Customer_1132,South
1133,Customer_1133,East
1134,Customer_1134,North
1135,Customer_1135,South
1136,Customer_1136,West
1137,Customer_1137,West
1138,Customer_1138,West
1139,Customer_1139,East
1140,Customer_1140,South
1141,Customer_1141,West
1142,Customer_1142,West
1143,Customer_1143,East
1144,Customer_1144,East
1145,Customer_1145,North
1146,Customer_1146,West
1147,Customer_1147,North
1148,Customer_1148,North
1149,Customer_1149,North
1150,Customer_1150,South
1151,Customer_1151,East
1152,Customer_1152,South
1153,Customer_1153,West
1154,Customer_1154,West
1155,Customer_1155,West
1156,Customer_1156,South
1157,Customer_1157,West
1158,Customer_1158,East
1159,Customer_1159,South
1160,Customer_1160,West
1161,Customer_1161,West
1162,Customer_1162,West
1163,Customer_1163,East
1164,Customer_1164,East
1165,Customer_1165,East
1166,Customer_1166,South
1167,Customer_1167,South
1168,Customer_1168,East
1169,Customer_1169,East
1170,Customer_1170,South
1171,Customer_1171,East
1172,Customer_1172,North
1173,Customer_1173,North
1174,Customer_1174,North
1175,Customer_1175,West
1176,Customer_1176,West
1177,Customer_1177,North
1178,Customer_1178,North
1179,Customer_1179,South
1180,Customer_1180,West
1181,Customer_1181,South
1182,Customer_1182,South
1183,Customer_1183,North
1184,Customer_1184,North
1185,Customer_1185,East
1186,Customer_1186,South
1187,Customer_1187,West
1188,Customer_1188,South
1189,Customer_1189,North
1190,Customer_1190,South
1191,Customer_1191,South
1192,Customer_1192,West
1193,Customer_1193,North
1194,Customer_1194,West
1195,Customer_1195,West
1196,Customer_1196,East
1197,Customer_1197,West
1198,Customer_1198,North
1199,Customer_1199,West
1200,Customer_1200,West
1201,Customer_1201,North
1202,Customer_1202,East
1203,Customer_1203,West
1204,Customer_1204,North
1205,Customer_1205,East
1206,Customer_1206,North
1207,Customer_1207,North
1208,Customer_1208,North
1209,Customer_1209,South
1210,Customer_1210,North
1211,Customer_1211,North
1212,Customer_1212,North
1213,Customer_1213,East
1214,Customer_1214,North
1215,Customer_1215,North
1216,Customer_1216,North
1217,Customer_1217,West
1218,Customer_1218,South
1219,Customer_1219,South
1220,Customer_1220,South
1221,Customer_1221,East
1222,Customer_1222,East
1223,Customer_1223,South
1224,Customer_1224,South
1225,Customer_1225,North
1226,Customer_1226,South
1227,Customer_1227,North
1228,Customer_1228,North
1229,Customer_1229,North
1230,Customer_1230,South
1231,Customer_1231,West
1232,Customer_1232,North
1233,Customer_1233,East
1234,Customer_1234,South
1235,Customer_1235,East
1236,Customer_1236,East
1237,Customer_1237,South
1238,Customer_1238,East
1239,Customer_1239,North
1240,Customer_1240,North
1241,Customer_1241,West
1242,Customer_1242,West
1243,Customer_1243,South
1244,Customer_1244,South
1245,Customer_1245,East
1246,Customer_1246,West
1247,Customer_1247,North
1248,Customer_1248,West
1249,Customer_1249,East
1250,Customer_1250,West
1251,Customer_1251,North
1252,Customer_1252,East
1253,Customer_1253,North
1254,Customer_1254,South
1255,Customer_1255,South
1256,Customer_1256,East
1257,Customer_1257,South
1258,Customer_1258,South
1259,Customer_1259,East
1260,Customer_1260,East
1261,Customer_1261,East
1262,Customer_1262,North
1263,Customer_1263,East
1264,Customer_1264,North
1265,Customer_1265,West
1266,Customer_1266,South
1267,Customer_1267,West
1268,Customer_1268,South
1269,Customer_1269,South
1270,Customer_1270,South
1271,Customer_1271,North
1272,Customer_1272,North
1273,Customer_1273,South
1274,Customer_1274,East
1275,Customer_1275,North
1276,Customer_1276,South
1277,Customer_1277,North
1278,Customer_1278,North
1279,Customer_1279,West
1280,Customer_1280,South
1281,Customer_1281,North
1282,Customer_1282,North
1283,Customer_1283,West
1284,Customer_1284,West
1285,Customer_1285,South
1286,Customer_1286,North
1287,Customer_1287,West
1288,Customer_1288,South
1289,Customer_1289,North
1290,Customer_1290,East
1291,Customer_1291,North
1292,Customer_1292,North
1293,Customer_1293,North
1294,Customer_1294,East
1295,Customer_1295,East
1296,Customer_1296,East
1297,Customer_1297,West
1298,Customer_1298,South
1299,Customer_1299,West
1300,Customer_1300,East
1301,Customer_1301,North
1302,Customer_1302,East
1303,Customer_1303,East
1304,Customer_1304,South
1305,Customer_1305,East
1306,Customer_1306,East
1307,Customer_1307,South
1308,Customer_1308,South
1309,Customer_1309,South
1310,Customer_1310,West
1311,Customer_1311,South
1312,Customer_1312,South
1313,Customer_1313,West
1314,Customer_1314,South
1315,Customer_1315,East
1316,Customer_1316,North
1317,Customer_1317,East
1318,Customer_1318,East
1319,Customer_1319,East
1320,Customer_1320,South
1321,Customer_1321,North
1322,Customer_1322,West
1323,Customer_1323,West
1324,Customer_1324,South
1325,Customer_1325,East
1326,Customer_1326,East
1327,Customer_1327,South
1328,Customer_1328,East
1329,Customer_1329,West
1330,Customer_1330,South
1331,Customer_1331,East
